"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","TENPC","select"
"138",4,5.64631373306073,1.88483979082763,628,1,12,"12 Month",576,23,10000,0.25,1,1,0.2,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"139",4,5.64631373306073,1.88483979082763,24,0,0,"Uncertainty",96,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"140",3,5.53867121500931,2.74411848344624,145,1,0,"Flexibility",579,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5538.67121500931,"min"
"141",3,5.59589434217507,2.81163680353457,266,1,3,"3 Month",95,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5595.89434217507,"min"
"142",4,5.64631373306073,1.88483979082763,387,1,6,"6 Month",580,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"143",4,5.64631373306073,1.88483979082763,508,1,9,"9 Month",96,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"144",4,5.64631373306073,1.88483979082763,629,1,12,"12 Month",580,24,10000,0.25,1,1,0.2,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"145",4,5.64631373306073,1.88483979082763,25,0,0,"Uncertainty",100,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"146",3,5.55662326571018,2.73508828109202,146,1,0,"Flexibility",583,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5556.62326571018,"min"
"147",3,5.61402591746894,2.80252114093779,267,1,3,"3 Month",99,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5614.02591746894,"min"
"148",4,5.64631373306073,1.88483979082763,388,1,6,"6 Month",584,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"149",4,5.64631373306073,1.88483979082763,509,1,9,"9 Month",100,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"150",4,5.64631373306073,1.88483979082763,630,1,12,"12 Month",584,25,10000,0.25,1,1,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"151",4,5.64631373306073,1.88483979082763,26,0,0,"Uncertainty",104,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"152",3,5.57457531641105,2.72622473193562,147,1,0,"Flexibility",587,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5574.57531641105,"min"
"153",3,5.63215749276282,2.79356565972236,268,1,3,"3 Month",103,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5632.15749276282,"min"
"154",4,5.64631373306073,1.88483979082763,389,1,6,"6 Month",588,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"155",4,5.64631373306073,1.88483979082763,510,1,9,"9 Month",104,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"156",4,5.64631373306073,1.88483979082763,631,1,12,"12 Month",588,26,10000,0.25,1,1,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"157",4,5.64631373306073,1.88483979082763,27,0,0,"Uncertainty",108,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"158",3,5.59252736711192,2.71752946665587,148,1,0,"Flexibility",591,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5592.52736711192,"min"
"159",2,5.63440082802723,3.13930163858304,269,1,3,"3 Month",106,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"160",4,5.64631373306073,1.88483979082763,390,1,6,"6 Month",592,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"161",4,5.64631373306073,1.88483979082763,511,1,9,"9 Month",108,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"162",4,5.64631373306073,1.88483979082763,632,1,12,"12 Month",592,27,10000,0.25,1,1,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"163",4,5.64631373306073,1.88483979082763,28,0,0,"Uncertainty",112,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"164",3,5.61047941781279,2.70900410570778,149,1,0,"Flexibility",595,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5610.47941781279,"min"
"165",2,5.63440082802723,3.13930163858304,270,1,3,"3 Month",110,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"166",4,5.64631373306073,1.88483979082763,391,1,6,"6 Month",596,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"167",4,5.64631373306073,1.88483979082763,512,1,9,"9 Month",112,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"168",4,5.64631373306073,1.88483979082763,633,1,12,"12 Month",596,28,10000,0.25,1,1,0.2,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"169",4,5.64631373306073,1.88483979082763,29,0,0,"Uncertainty",116,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"170",2,5.61908028548327,3.11733072125987,150,1,0,"Flexibility",598,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5619.08028548327,"min"
"171",2,5.63440082802723,3.13930163858304,271,1,3,"3 Month",114,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"172",4,5.64631373306073,1.88483979082763,392,1,6,"6 Month",600,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"173",4,5.64631373306073,1.88483979082763,513,1,9,"9 Month",116,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"174",4,5.64631373306073,1.88483979082763,634,1,12,"12 Month",600,29,10000,0.25,1,1,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"175",4,5.64631373306073,1.88483979082763,30,0,0,"Uncertainty",120,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"176",2,5.61908028548327,3.11733072125987,151,1,0,"Flexibility",602,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5619.08028548327,"min"
"177",2,5.63440082802723,3.13930163858304,272,1,3,"3 Month",118,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"178",4,5.64631373306073,1.88483979082763,393,1,6,"6 Month",604,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"179",4,5.64631373306073,1.88483979082763,514,1,9,"9 Month",120,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"180",4,5.64631373306073,1.88483979082763,635,1,12,"12 Month",604,30,10000,0.25,1,1,0.2,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"181",4,5.64631373306073,1.88483979082763,31,0,0,"Uncertainty",124,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"182",2,5.61908028548327,3.11733072125987,152,1,0,"Flexibility",606,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5619.08028548327,"min"
"183",2,5.63440082802723,3.13930163858304,273,1,3,"3 Month",122,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"184",4,5.64631373306073,1.88483979082763,394,1,6,"6 Month",608,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"185",4,5.64631373306073,1.88483979082763,515,1,9,"9 Month",124,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"186",4,5.64631373306073,1.88483979082763,636,1,12,"12 Month",608,31,10000,0.25,1,1,0.2,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"187",4,5.64631373306073,1.88483979082763,32,0,0,"Uncertainty",128,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"188",2,5.61908028548327,3.11733072125987,153,1,0,"Flexibility",610,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5619.08028548327,"min"
"189",2,5.63440082802723,3.13930163858304,274,1,3,"3 Month",126,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"190",4,5.64631373306073,1.88483979082763,395,1,6,"6 Month",612,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"191",4,5.64631373306073,1.88483979082763,516,1,9,"9 Month",128,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"192",4,5.64631373306073,1.88483979082763,637,1,12,"12 Month",612,32,10000,0.25,1,1,0.2,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"193",4,5.64631373306073,1.88483979082763,33,0,0,"Uncertainty",132,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"194",2,5.61908028548327,3.11733072125987,154,1,0,"Flexibility",614,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5619.08028548327,"min"
"195",2,5.63440082802723,3.13930163858304,275,1,3,"3 Month",130,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5634.40082802723,"min"
"196",4,5.64631373306073,1.88483979082763,396,1,6,"6 Month",616,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"197",4,5.64631373306073,1.88483979082763,517,1,9,"9 Month",132,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"198",4,5.64631373306073,1.88483979082763,638,1,12,"12 Month",616,33,10000,0.25,1,1,0.2,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"199",4,5.64631373306073,1.88483979082763,34,0,0,"Uncertainty",136,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"200",3,5.52071916430844,2.75331369925173,155,1,0,"Flexibility",619,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5520.71916430844,"min"
"201",3,5.57776276688119,2.82091109465329,276,1,3,"3 Month",135,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5577.76276688119,"min"
"202",3,5.64118879050263,2.90859720205247,397,1,6,"6 Month",619,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5641.18879050263,"min"
"203",4,5.64631373306073,1.88483979082763,518,1,9,"9 Month",136,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"204",4,5.64631373306073,1.88483979082763,639,1,12,"12 Month",620,34,10000,0.25,1,1,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"205",4,5.64631373306073,1.88483979082763,35,0,0,"Uncertainty",140,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"206",3,5.53867121500931,2.74411848344624,156,1,0,"Flexibility",623,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5538.67121500931,"min"
"207",3,5.59589434217507,2.81163680353457,277,1,3,"3 Month",139,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5595.89434217507,"min"
"208",4,5.64631373306073,1.88483979082763,398,1,6,"6 Month",624,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"209",4,5.64631373306073,1.88483979082763,519,1,9,"9 Month",140,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"210",4,5.64631373306073,1.88483979082763,640,1,12,"12 Month",624,35,10000,0.25,1,1,0.3,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"211",4,5.64631373306073,1.88483979082763,36,0,0,"Uncertainty",144,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"212",3,5.55662326571018,2.73508828109202,157,1,0,"Flexibility",627,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5556.62326571018,"min"
"213",3,5.61402591746894,2.80252114093779,278,1,3,"3 Month",143,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5614.02591746894,"min"
"214",4,5.64631373306073,1.88483979082763,399,1,6,"6 Month",628,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"215",4,5.64631373306073,1.88483979082763,520,1,9,"9 Month",144,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"216",4,5.64631373306073,1.88483979082763,641,1,12,"12 Month",628,36,10000,0.25,1,1,0.3,0.2,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"217",4,5.64631373306073,1.88483979082763,37,0,0,"Uncertainty",148,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"218",3,5.57457531641105,2.72622473193562,158,1,0,"Flexibility",631,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5574.57531641105,"min"
"219",3,5.63215749276282,2.79356565972236,279,1,3,"3 Month",147,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5632.15749276282,"min"
"220",4,5.64631373306073,1.88483979082763,400,1,6,"6 Month",632,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"221",4,5.64631373306073,1.88483979082763,521,1,9,"9 Month",148,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"222",4,5.64631373306073,1.88483979082763,642,1,12,"12 Month",632,37,10000,0.25,1,1,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"223",4,5.64631373306073,1.88483979082763,38,0,0,"Uncertainty",152,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"224",3,5.59252736711192,2.71752946665587,159,1,0,"Flexibility",635,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5592.52736711192,"min"
"225",2,5.63804761773898,3.13757217358842,280,1,3,"3 Month",150,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"226",4,5.64631373306073,1.88483979082763,401,1,6,"6 Month",636,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"227",4,5.64631373306073,1.88483979082763,522,1,9,"9 Month",152,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"228",4,5.64631373306073,1.88483979082763,643,1,12,"12 Month",636,38,10000,0.25,1,1,0.3,0.4,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"229",4,5.64631373306073,1.88483979082763,39,0,0,"Uncertainty",156,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"230",3,5.61047941781279,2.70900410570778,160,1,0,"Flexibility",639,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5610.47941781279,"min"
"231",2,5.63804761773898,3.13757217358842,281,1,3,"3 Month",154,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"232",4,5.64631373306073,1.88483979082763,402,1,6,"6 Month",640,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"233",4,5.64631373306073,1.88483979082763,523,1,9,"9 Month",156,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"234",4,5.64631373306073,1.88483979082763,644,1,12,"12 Month",640,39,10000,0.25,1,1,0.3,0.5,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"235",4,5.64631373306073,1.88483979082763,40,0,0,"Uncertainty",160,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"236",2,5.62269207324805,3.11559740479287,161,1,0,"Flexibility",642,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5622.69207324805,"min"
"237",2,5.63804761773898,3.13757217358842,282,1,3,"3 Month",158,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"238",4,5.64631373306073,1.88483979082763,403,1,6,"6 Month",644,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"239",4,5.64631373306073,1.88483979082763,524,1,9,"9 Month",160,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"240",4,5.64631373306073,1.88483979082763,645,1,12,"12 Month",644,40,10000,0.25,1,1,0.3,0.6,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"241",4,5.64631373306073,1.88483979082763,41,0,0,"Uncertainty",164,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"242",2,5.62269207324805,3.11559740479287,162,1,0,"Flexibility",646,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5622.69207324805,"min"
"243",2,5.63804761773898,3.13757217358842,283,1,3,"3 Month",162,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"244",4,5.64631373306073,1.88483979082763,404,1,6,"6 Month",648,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"245",4,5.64631373306073,1.88483979082763,525,1,9,"9 Month",164,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"246",4,5.64631373306073,1.88483979082763,646,1,12,"12 Month",648,41,10000,0.25,1,1,0.3,0.7,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"247",4,5.64631373306073,1.88483979082763,42,0,0,"Uncertainty",168,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"248",2,5.62269207324805,3.11559740479287,163,1,0,"Flexibility",650,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5622.69207324805,"min"
"249",2,5.63804761773898,3.13757217358842,284,1,3,"3 Month",166,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"250",4,5.64631373306073,1.88483979082763,405,1,6,"6 Month",652,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"251",4,5.64631373306073,1.88483979082763,526,1,9,"9 Month",168,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"252",4,5.64631373306073,1.88483979082763,647,1,12,"12 Month",652,42,10000,0.25,1,1,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"253",4,5.64631373306073,1.88483979082763,43,0,0,"Uncertainty",172,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"254",2,5.62269207324805,3.11559740479287,164,1,0,"Flexibility",654,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5622.69207324805,"min"
"255",2,5.63804761773898,3.13757217358842,285,1,3,"3 Month",170,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"256",4,5.64631373306073,1.88483979082763,406,1,6,"6 Month",656,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"257",4,5.64631373306073,1.88483979082763,527,1,9,"9 Month",172,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"258",4,5.64631373306073,1.88483979082763,648,1,12,"12 Month",656,43,10000,0.25,1,1,0.3,0.9,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"259",4,5.64631373306073,1.88483979082763,44,0,0,"Uncertainty",176,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"260",2,5.62269207324805,3.11559740479287,165,1,0,"Flexibility",658,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5622.69207324805,"min"
"261",2,5.63804761773898,3.13757217358842,286,1,3,"3 Month",174,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Simple",5638.04761773898,"min"
"262",4,5.64631373306073,1.88483979082763,407,1,6,"6 Month",660,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"263",4,5.64631373306073,1.88483979082763,528,1,9,"9 Month",176,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"264",4,5.64631373306073,1.88483979082763,649,1,12,"12 Month",660,44,10000,0.25,1,1,0.3,1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"265",4,5.64631373306073,1.88483979082763,45,0,0,"Uncertainty",180,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"266",3,5.52071916430844,2.75331369925173,166,1,0,"Flexibility",663,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5520.71916430844,"min"
"267",3,5.57776276688119,2.82091109465329,287,1,3,"3 Month",179,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5577.76276688119,"min"
"268",3,5.64118879050263,2.90859720205247,408,1,6,"6 Month",663,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5641.18879050263,"min"
"269",4,5.64631373306073,1.88483979082763,529,1,9,"9 Month",180,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"270",4,5.64631373306073,1.88483979082763,650,1,12,"12 Month",664,45,10000,0.25,1,1,0.4,0,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"271",4,5.64631373306073,1.88483979082763,46,0,0,"Uncertainty",184,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"272",3,5.53867121500931,2.74411848344624,167,1,0,"Flexibility",667,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5538.67121500931,"min"
"273",3,5.59589434217507,2.81163680353457,288,1,3,"3 Month",183,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Advanced",5595.89434217507,"min"
"274",4,5.64631373306073,1.88483979082763,409,1,6,"6 Month",668,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"275",4,5.64631373306073,1.88483979082763,530,1,9,"9 Month",184,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
"276",4,5.64631373306073,1.88483979082763,651,1,12,"12 Month",668,46,10000,0.25,1,1,0.4,0.1,0.333333333333333,0.333333333333333,0.333333333333333,1,"Robust",5646.31373306073,"min"
