"","armortype","ENPC","SD","Run","flexible","Delay","Scenario","group","bin","M","EE","uncert","designcost","armor2per","armor3per","LSCOOption","CRLCOOption","MESCDOption","TotalProb","Armor","LSCOOptionText","CRLCOOptionText","MESCDOptionText","TENPC"
"775",3,5.19983513881877,2.05092313027683,194,1,6,"6 Month Delay",31,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5199.83513881877
"776",4,5.37347069016387,1.3583333845279,194,1,6,"6 Month Delay",32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5373.47069016387
"777",1,5.18188214796971,2.4288322646223,195,1,6,"6 Month Delay",33,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5181.88214796971
"778",2,5.1101144485084,2.25217100182226,195,1,6,"6 Month Delay",34,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5110.1144485084
"779",3,5.33322577190935,2.16585515627907,195,1,6,"6 Month Delay",35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5333.22577190935
"780",4,5.4319835429333,1.45828002164082,195,1,6,"6 Month Delay",36,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5431.9835429333
"781",1,5.32107602986793,2.52483226540547,196,1,6,"6 Month Delay",37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5321.07602986793
"782",2,5.26591410713415,2.38993340434977,196,1,6,"6 Month Delay",38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5265.91410713415
"783",3,5.45869745250565,2.23673796174702,196,1,6,"6 Month Delay",39,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5458.69745250565
"784",4,5.47439429233993,1.51680191811692,196,1,6,"6 Month Delay",40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5474.39429233993
"785",1,5.47670043377943,2.6361471986381,197,1,6,"6 Month Delay",41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5476.70043377943
"786",2,5.39102574146608,2.47628808909761,197,1,6,"6 Month Delay",42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5391.02574146608
"787",3,5.58815037776837,2.30706643722588,197,1,6,"6 Month Delay",43,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5588.15037776837
"788",4,5.52605928392331,1.58717712917794,197,1,6,"6 Month Delay",44,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5526.05928392331
"789",1,4.36419320926274,1.81358316039957,198,1,6,"6 Month Delay",45,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4364.19320926274
"790",2,4.37386979202087,1.68011136908572,198,1,6,"6 Month Delay",46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4373.86979202087
"791",3,4.54211933950269,1.46808443747358,198,1,6,"6 Month Delay",47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4542.11933950269
"792",4,5.13539235939465,0.924565978971908,198,1,6,"6 Month Delay",48,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5135.39235939465
"793",1,4.52898623337935,2.05883264570437,199,1,6,"6 Month Delay",49,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4528.98623337935
"794",2,4.50212966973123,1.85802634866899,199,1,6,"6 Month Delay",50,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4502.12966973123
"795",3,4.6599804595156,1.62845143566573,199,1,6,"6 Month Delay",51,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4659.9804595156
"796",4,5.19024431726765,1.06813905849118,199,1,6,"6 Month Delay",52,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5190.24431726765
"797",1,4.68531437583934,2.23925171381006,200,1,6,"6 Month Delay",53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4685.31437583934
"798",2,4.64646125048871,2.03962480211431,200,1,6,"6 Month Delay",54,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4646.46125048871
"799",3,4.81028432126285,1.83417673711663,200,1,6,"6 Month Delay",55,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4810.28432126285
"800",4,5.2516911961807,1.20060938302829,200,1,6,"6 Month Delay",56,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5251.6911961807
"801",1,4.83492356461074,2.37537492857962,201,1,6,"6 Month Delay",57,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4834.92356461074
"802",2,4.78293575305352,2.17081736046331,201,1,6,"6 Month Delay",58,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4782.93575305352
"803",3,4.93861470542723,1.96764880040092,201,1,6,"6 Month Delay",59,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4938.61470542723
"804",4,5.29978337244397,1.29508736895245,201,1,6,"6 Month Delay",60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5299.78337244397
"805",1,4.96502753240132,2.48938947140475,202,1,6,"6 Month Delay",61,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4965.02753240132
"806",2,4.92012121051384,2.29693761033229,202,1,6,"6 Month Delay",62,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4920.12121051384
"807",3,5.07778085358416,2.11497274979751,202,1,6,"6 Month Delay",63,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5077.78085358416
"808",4,5.35611201174832,1.39117959138585,202,1,6,"6 Month Delay",64,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5356.11201174832
"809",1,5.10222994989221,2.59552475121601,203,1,6,"6 Month Delay",65,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5102.22994989221
"810",2,5.06240850453523,2.42708966700559,203,1,6,"6 Month Delay",66,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5062.40850453523
"811",3,5.22787591390059,2.23810118728956,203,1,6,"6 Month Delay",67,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5227.87591390059
"812",4,5.40870528268791,1.47142163531225,203,1,6,"6 Month Delay",68,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5408.70528268791
"813",1,5.25883740831611,2.70973135999363,204,1,6,"6 Month Delay",69,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5258.83740831611
"814",2,5.19203089165945,2.51628027662595,204,1,6,"6 Month Delay",70,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5192.03089165945
"815",3,5.36331658002279,2.33444869327561,204,1,6,"6 Month Delay",71,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5363.31658002279
"816",4,5.45655510332442,1.54094478518822,204,1,6,"6 Month Delay",72,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5456.55510332442
"817",1,5.40716994160302,2.80482152717074,205,1,6,"6 Month Delay",73,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5407.16994160302
"818",2,5.32152265559841,2.59008305423169,205,1,6,"6 Month Delay",74,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5321.52265559841
"819",3,5.49670721311337,2.42707136803101,205,1,6,"6 Month Delay",75,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5496.70721311337
"820",4,5.51506795609384,1.62674456646517,205,1,6,"6 Month Delay",76,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5515.06795609384
"821",1,5.54636382350124,2.87747319024878,206,1,6,"6 Month Delay",77,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5546.36382350124
"822",2,5.47732231422415,2.69854709843659,206,1,6,"6 Month Delay",78,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5477.32231422415
"823",3,5.62217889370967,2.48228017996345,206,1,6,"6 Month Delay",79,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5622.17889370967
"824",4,5.55747870550048,1.67730655294531,206,1,6,"6 Month Delay",80,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5557.47870550048
"825",1,5.70198822741274,2.96381822572069,207,1,6,"6 Month Delay",81,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5701.98822741274
"826",2,5.60243394855608,2.7657680528938,207,1,6,"6 Month Delay",82,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5602.43394855608
"827",3,5.75163181897239,2.53750727948917,207,1,6,"6 Month Delay",83,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5751.63181897239
"828",4,5.60914369708386,1.73873933742974,207,1,6,"6 Month Delay",84,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5609.14369708386
"829",1,4.74079484425767,2.46762369183383,208,1,6,"6 Month Delay",85,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4740.79484425767
"830",2,4.71921511401369,2.33179910203884,208,1,6,"6 Month Delay",86,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4719.21511401369
"831",3,4.81190106910223,1.99825243281398,208,1,6,"6 Month Delay",87,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4811.90106910223
"832",4,5.27659960387045,1.31347259581572,208,1,6,"6 Month Delay",88,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5276.59960387045
"833",1,4.89712298671766,2.60737284309299,209,1,6,"6 Month Delay",89,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4897.12298671766
"834",2,4.86354669477118,2.46625700922903,209,1,6,"6 Month Delay",90,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4863.54669477118
"835",3,4.96220493084948,2.15863149564674,209,1,6,"6 Month Delay",91,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",4962.20493084948
"836",4,5.3380464827835,1.41955574573977,209,1,6,"6 Month Delay",92,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5338.0464827835
"837",1,5.04673217548906,2.71351572488342,210,1,6,"6 Month Delay",93,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5046.73217548906
"838",2,5.00002119733598,2.56428218663535,210,1,6,"6 Month Delay",94,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5000.02119733598
"839",3,5.09053531501386,2.26453780554867,210,1,6,"6 Month Delay",95,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5090.53531501386
"840",4,5.38613865904676,1.49753799946824,210,1,6,"6 Month Delay",96,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5386.13865904676
"841",1,5.17683614327964,2.80405094191472,211,1,6,"6 Month Delay",97,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5176.83614327964
"842",2,5.1372066547963,2.66072351386107,211,1,6,"6 Month Delay",98,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5137.2066547963
"843",3,5.22970146317079,2.38480832823886,211,1,6,"6 Month Delay",99,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5229.70146317079
"844",4,5.44246729835112,1.57829651763705,211,1,6,"6 Month Delay",100,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5442.46729835112
"845",1,5.31403856077053,2.88864386158274,212,1,6,"6 Month Delay",101,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5314.03856077053
"846",2,5.27949394881769,2.76269945957678,212,1,6,"6 Month Delay",102,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5279.49394881769
"847",3,5.37979652348722,2.48549558992128,212,1,6,"6 Month Delay",103,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5379.79652348722
"848",4,5.49506056929071,1.64670475452018,212,1,6,"6 Month Delay",104,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5495.06056929071
"849",1,5.47064601919443,2.98057216268059,213,1,6,"6 Month Delay",105,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5470.64601919443
"850",2,5.40911633594191,2.83145308762347,213,1,6,"6 Month Delay",106,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5409.11633594191
"851",3,5.51523718960942,2.56458291574487,213,1,6,"6 Month Delay",107,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5515.23718960942
"852",4,5.54291038992722,1.70669292910083,213,1,6,"6 Month Delay",108,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5542.91038992722
"853",1,5.61897855248134,3.05701613881879,214,1,6,"6 Month Delay",109,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5618.97855248134
"854",2,5.53860809988087,2.88751852076557,214,1,6,"6 Month Delay",110,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5538.60809988087
"855",3,5.6486278227,2.6415102933291,214,1,6,"6 Month Delay",111,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5648.6278227
"856",4,5.60142324269664,1.78170732971122,214,1,6,"6 Month Delay",112,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5601.42324269664
"857",1,5.91379683829106,3.18396604181226,215,1,6,"6 Month Delay",113,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5913.79683829106
"858",2,5.81951939283855,3.02600895555709,215,1,6,"6 Month Delay",114,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5819.51939283855
"859",3,5.90355242855902,2.72917204445394,215,1,6,"6 Month Delay",115,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5903.55242855902
"860",4,5.69549898368666,1.88019895427258,215,1,6,"6 Month Delay",116,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5695.49898368666
"861",1,5.13328695256787,2.99120528936816,216,1,6,"6 Month Delay",117,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5133.28695256787
"862",2,5.07418409654318,2.80001180873965,216,1,6,"6 Month Delay",118,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5074.18409654318
"863",3,5.1545100388336,2.47047208077471,216,1,6,"6 Month Delay",119,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5154.5100388336
"864",4,5.43008858381986,1.60987662942555,216,1,6,"6 Month Delay",120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5430.08858381986
"865",1,5.28289614133927,3.0726880517835,217,1,6,"6 Month Delay",121,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5282.89614133927
"866",2,5.21065859910798,2.87674931251369,217,1,6,"6 Month Delay",122,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5210.65859910798
"867",3,5.28284042299798,2.55388169805675,217,1,6,"6 Month Delay",123,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5282.84042299798
"868",4,5.47818076008312,1.67640401194846,217,1,6,"6 Month Delay",124,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5478.18076008312
"869",1,5.41300010912985,3.143165295595,218,1,6,"6 Month Delay",125,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5413.00010912985
"870",2,5.3478440565683,2.95326844954315,218,1,6,"6 Month Delay",126,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5347.8440565683
"871",3,5.42200657115492,2.65103016618864,218,1,6,"6 Month Delay",127,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5422.00657115492
"872",4,5.53450939938748,1.74595532570738,218,1,6,"6 Month Delay",128,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5534.50939938748
"873",1,5.55020252662074,3.20877527017092,219,1,6,"6 Month Delay",129,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5550.20252662074
"874",2,5.49013135058969,3.03560622860764,219,1,6,"6 Month Delay",130,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5490.13135058969
"875",3,5.57210163147134,2.73141074175446,219,1,6,"6 Month Delay",131,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5572.10163147134
"876",4,5.58710267032707,1.80535151473837,219,1,6,"6 Month Delay",132,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5587.10267032707
"877",1,5.70680998504464,3.28051951947779,220,1,6,"6 Month Delay",133,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5706.80998504464
"878",2,5.61975373771391,3.08948399441511,220,1,6,"6 Month Delay",134,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5619.75373771391
"879",3,5.70754229759355,2.79426283137916,220,1,6,"6 Month Delay",135,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5707.54229759355
"880",4,5.63495249096357,1.85786141045932,220,1,6,"6 Month Delay",136,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5634.95249096357
"881",1,5.85514251833155,3.33965222264472,221,1,6,"6 Month Delay",137,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5855.14251833155
"882",2,5.74924550165287,3.13225013352641,221,1,6,"6 Month Delay",138,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5749.24550165287
"883",3,5.84093293068413,2.85606150805739,221,1,6,"6 Month Delay",139,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5840.93293068413
"884",4,5.693465343733,1.92420292742917,221,1,6,"6 Month Delay",140,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5693.465343733
"885",1,6.14996080414127,3.43603029861235,222,1,6,"6 Month Delay",141,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6149.96080414127
"886",2,6.03015679461054,3.24216057673001,222,1,6,"6 Month Delay",142,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6030.15679461054
"887",3,6.09585753654314,2.92058801321204,222,1,6,"6 Month Delay",143,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",6095.85753654314
"888",4,5.78754108472302,2.01144336613133,222,1,6,"6 Month Delay",144,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5787.54108472302
"889",1,5.52957544212726,3.38175659143347,223,1,6,"6 Month Delay",145,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5529.57544212726
"890",2,5.44021209109207,3.17113015761074,223,1,6,"6 Month Delay",146,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5440.21209109207
"891",3,5.45690962297105,2.7890249524299,223,1,6,"6 Month Delay",147,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5456.90962297105
"892",4,5.57679506811725,1.85407094542256,223,1,6,"6 Month Delay",148,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5576.79506811725
"893",1,5.65967940991784,3.43659126526893,224,1,6,"6 Month Delay",149,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5659.67940991784
"894",2,5.57739754855239,3.2309728107802,224,1,6,"6 Month Delay",150,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5577.39754855239
"895",3,5.59607577112798,2.86981802107923,224,1,6,"6 Month Delay",151,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advanced","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5596.07577112798
"896",4,5.63312370742161,1.91428783836195,224,1,6,"6 Month Delay",152,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Robust","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5633.12370742161
"897",1,5.79688182740873,3.48700636951631,225,1,6,"6 Month Delay",153,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5796.88182740873
"898",2,5.71968484257378,3.29650789783925,225,1,6,"6 Month Delay",154,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Simple","LSCO =  NA","CRLCO =  NA","MESCD =  NA",5719.68484257378
